transaction_date,area,property_type,bedrooms,size_sqft,price_aed,model_price,discount
2025-02-27,Dubai Marina,Apartment,2,1215.0,2113000.0,2512000.0,0.1588375796178344
2025-11-22,International City,Apartment,0,351.0,159000.0,189000.0,0.15873015873015872
2025-04-04,Dubai South,Apartment,2,1317.0,1061000.0,1261000.0,0.1586042823156225
2025-09-24,Jumeirah Village Circle,Apartment,3,1916.0,2013000.0,2391000.0,0.1580928481806776
2025-11-02,Arabian Ranches,Apartment,3,1712.0,2126000.0,2524000.0,0.15768621236133118
2025-09-01,Dubai South,Townhouse,5,3085.0,2611000.0,3099000.0,0.15747015166182643
2025-02-06,Business Bay,Apartment,2,1617.0,2770000.0,3287000.0,0.1572862792820201
2025-05-10,Business Bay,Apartment,2,1343.0,2286000.0,2712000.0,0.15707964601769908
2025-08-25,Downtown Dubai,Apartment,1,979.0,2132000.0,2527000.0,0.1563118322121092
2025-08-09,Dubai Marina,Apartment,3,1706.0,3146000.0,3728000.0,0.1561158798283262
2025-10-28,Palm Jumeirah,Villa,4,4082.0,14468000.0,17133000.0,0.15554777330298253
2025-05-16,Dubai Hills Estate,Apartment,3,1714.0,3157000.0,3738000.0,0.15543071161048694
2025-03-03,Downtown Dubai,Apartment,0,465.0,1139000.0,1347000.0,0.15441722345953968
2025-06-25,International City,Apartment,1,845.0,407000.0,481000.0,0.15384615384615385
2025-03-11,Arabian Ranches,Villa,3,3147.0,3561000.0,4207000.0,0.1535536011409555
2025-12-11,Dubai South,Apartment,1,868.0,700000.0,826000.0,0.15254237288135597
2025-11-05,Arabian Ranches,Apartment,3,1873.0,2222000.0,2621000.0,0.15223197252956888
2025-06-02,Dubai Marina,Apartment,1,734.0,1423000.0,1678000.0,0.1519666269368296
2025-03-02,Dubai Hills Estate,Apartment,0,406.0,729000.0,859000.0,0.15133876600698482
2025-09-11,Jumeirah Village Circle,Apartment,2,1153.0,1168000.0,1376000.0,0.15116279069767447
2025-02-17,Dubai Hills Estate,Apartment,0,450.0,760000.0,895000.0,0.15083798882681565
2025-08-05,Jumeirah Lake Towers,Apartment,0,383.0,456000.0,537000.0,0.15083798882681565
